index,raw_payload,rejection_reason
47180,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""7"", ""arrival_date_day_of_month"": ""12"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Complementary"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""A"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""45"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-02-13""}",No guests in booking
47444,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""48"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""CHE"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""B"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""14"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""56.27"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-02-27""}",No guests in booking
49264,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""173"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""15"", ""arrival_date_day_of_month"": ""8"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""21"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-03-29""}",No guests in booking
50701,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""122"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""19"", ""arrival_date_day_of_month"": ""5"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""K"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""11"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""50.87"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-05-11""}",No guests in booking
50702,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""122"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""19"", ""arrival_date_day_of_month"": ""5"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""CHE"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""K"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""11"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""50.87"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-05-11""}",No guests in booking
54025,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""198"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""GBR"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-10""}",No guests in booking
54037,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""244"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""E"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""19"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-02-23""}",No guests in booking
54047,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""244"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""E"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""19"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-02-23""}",No guests in booking
54093,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""244"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""E"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""19"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-02-23""}",No guests in booking
55809,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""256"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""August"", ""arrival_date_week_number"": ""35"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""3"", ""stays_in_week_nights"": ""5"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""11"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""57.3"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-08-29""}",No guests in booking
60651,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""47"", ""arrival_date_day_of_month"": ""17"", ""stays_in_weekend_nights"": ""4"", ""stays_in_week_nights"": ""11"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": null, ""market_segment"": ""Corporate"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""P"", ""assigned_room_type"": ""P"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""279"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-11-17""}",No guests in booking
61244,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""50"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": null, ""market_segment"": ""Complementary"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""P"", ""assigned_room_type"": ""P"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""279"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-12-06""}",No guests in booking
61245,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""50"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": null, ""market_segment"": ""Complementary"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""P"", ""assigned_room_type"": ""P"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""279"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-12-06""}",No guests in booking
61249,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""50"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": null, ""market_segment"": ""Complementary"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""P"", ""assigned_room_type"": ""P"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""279"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2016-12-06""}",No guests in booking
62967,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""1"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""January"", ""arrival_date_week_number"": ""4"", ""arrival_date_day_of_month"": ""25"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""2"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Complementary"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""E"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2017-01-25""}",No guests in booking
63796,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""4"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""8"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Groups"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2017-02-17""}",No guests in booking
64782,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""11"", ""arrival_date_day_of_month"": ""16"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2017-03-16""}",No guests in booking
65907,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""15"", ""arrival_date_day_of_month"": ""10"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": null, ""market_segment"": ""Complementary"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""P"", ""assigned_room_type"": ""P"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""279"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2017-04-10""}",No guests in booking
